Ciudad,Temperatura,Humedad,Presión,Viento,Descripción,FechaHora
Tunja,16.29,50,1012,0.45,few clouds,22/12/2025 11:46:38
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:46:38
Villavicencio,30.73,59,1011,2.55,scattered clouds,22/12/2025 11:34:08
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:31:57
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:46:39
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:41:02
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:41:43
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:36:40
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:36:40
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:42:01
Medellín,21.28,72,1012,2.06,broken clouds,22/12/2025 11:35:11
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:41:13
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:46:04
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:44:43
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:44:33
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:36:34
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:46:22
Manizales,16.64,87,1014,2.06,overcast clouds,22/12/2025 11:46:22
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:44:34
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:43:11
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:40:58
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:47:33
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:37:42
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:44:35
Neiva,27.11,69,1011,2.68,haze,22/12/2025 11:41:40
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:44:36
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:44:36
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:47:42
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:47:42
Tunja,16.26,50,1012,0.45,few clouds,22/12/2025 11:45:37
Yopal,32.1,32,1009,3.72,scattered clouds,22/12/2025 11:34:18
Villavicencio,30.73,59,1011,2.55,scattered clouds,22/12/2025 11:41:22
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:47:44
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:46:39
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:41:02
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:41:43
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:47:46
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:47:47
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:43:03
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:45:01
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:36:05
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:39:14
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:44:43
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:48:35
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:48:36
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:46:22
Manizales,16.64,87,1014,2.06,overcast clouds,22/12/2025 11:46:22
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:48:37
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:46:48
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:40:58
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:46:32
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:37:42
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:44:35
Neiva,27.11,69,1011,2.68,haze,22/12/2025 11:44:36
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:48:39
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:34:54
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:48:39
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:47:42
Tunja,16.26,50,1012,0.45,few clouds,22/12/2025 11:45:37
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:48:40
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:47:44
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:48:42
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:48:43
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:48:44
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:48:44
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:47:47
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:42:01
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:45:01
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:44:14
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:46:04
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:44:43
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:44:33
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:48:36
Pereira,23.36,69,1013,2.06,scattered clouds,22/12/2025 11:43:53
Manizales,16.64,87,1015,2.06,overcast clouds,22/12/2025 11:44:40
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:37:38
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:43:11
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:40:58
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:46:32
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:49:10
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:49:10
Neiva,27.11,69,1011,2.68,haze,22/12/2025 11:44:36
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:44:36
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:44:36
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:47:13
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:47:42
Tunja,16.26,50,1012,0.45,few clouds,22/12/2025 11:45:37
Yopal,32.1,32,1009,3.72,scattered clouds,22/12/2025 11:39:40
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:49:13
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:49:13
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:45:38
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:49:14
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:47:46
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:47:47
Bogota,17.14,62,1012,2.24,broken clouds,22/12/2025 11:49:17
Medellín,21.28,72,1012,2.06,broken clouds,22/12/2025 11:35:11
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:46:21
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:46:04
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:38:15
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:49:34
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:36:34
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:48:17
Manizales,16.64,87,1015,2.06,overcast clouds,22/12/2025 11:44:40
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:44:34
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:43:11
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:46:35
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:46:32
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:37:42
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:49:10
Neiva,27.11,69,1011,2.68,haze,22/12/2025 11:44:36
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:48:39
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:44:36
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:47:42
Mocoa,24.46,73,1012,0.3,overcast clouds,22/12/2025 11:41:00
Tunja,16.26,50,1012,0.45,few clouds,22/12/2025 11:45:37
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:48:40
Villavicencio,30.73,59,1011,2.55,scattered clouds,22/12/2025 11:41:22
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:49:13
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:48:42
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:41:02
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:48:44
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:47:46
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:41:03
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:42:01
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:46:12
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:44:14
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:50:33
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:38:15
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:44:33
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:48:36
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:46:22
Manizales,16.64,87,1014,2.06,overcast clouds,22/12/2025 11:46:22
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:50:35
Santa Marta,30.5,70,1010,2.06,broken clouds,22/12/2025 11:50:35
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:40:58
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:47:33
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:50:36
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:44:35
Neiva,27.11,69,1010,2.68,haze,22/12/2025 11:47:47
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:50:36
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:44:36
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:48:39
Mocoa,24.46,73,1012,0.3,overcast clouds,22/12/2025 11:41:00
Tunja,16.29,50,1012,0.45,few clouds,22/12/2025 11:46:38
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:46:38
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:50:39
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:46:39
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:48:43
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:48:44
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:48:44
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:41:03
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:42:01
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:45:01
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:51:33
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:50:33
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:50:02
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:49:34
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:47:29
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:48:17
Manizales,16.64,87,1014,2.06,overcast clouds,22/12/2025 11:46:22
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:50:35
Santa Marta,30.5,70,1010,2.06,broken clouds,22/12/2025 11:50:35
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:51:35
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:47:33
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:49:31
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:51:36
Neiva,27.11,69,1010,2.68,haze,22/12/2025 11:51:37
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:48:39
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:44:36
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:47:13
Mocoa,24.46,73,1012,0.3,overcast clouds,22/12/2025 11:41:00
Tunja,16.29,50,1012,0.45,few clouds,22/12/2025 11:46:38
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:51:38
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:50:39
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:49:13
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:48:43
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:48:44
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:48:00
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:47:47
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:43:03
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:45:01
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:44:14
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:46:04
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:44:43
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:44:33
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:47:29
Pereira,23.4,69,1013,2.06,scattered clouds,22/12/2025 11:42:33
Manizales,16.64,87,1014,2.06,overcast clouds,22/12/2025 11:46:22
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:44:34
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:43:11
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:51:35
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:46:32
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:50:36
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:49:10
Neiva,27.11,69,1010,2.68,haze,22/12/2025 11:50:32
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:50:36
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:44:36
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:47:13
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:47:42
Tunja,16.29,50,1012,0.45,few clouds,22/12/2025 11:52:40
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:48:40
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:47:44
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:49:13
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:48:43
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:41:43
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:47:46
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:47:47
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:43:03
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:45:01
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:44:14
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:50:33
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:50:02
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:44:33
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:47:29
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:46:22
Manizales,16.64,87,1015,2.06,overcast clouds,22/12/2025 11:44:40
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:44:34
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:43:11
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:53:36
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:53:36
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:53:37
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:49:10
Neiva,27.11,69,1010,2.68,haze,22/12/2025 11:50:32
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:44:36
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:44:36
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:48:39
Mocoa,24.46,73,1012,0.3,overcast clouds,22/12/2025 11:41:00
Tunja,16.29,50,1012,0.45,few clouds,22/12/2025 11:52:40
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:51:38
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:47:44
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:46:39
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:53:41
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:41:43
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:47:46
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:47:47
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:43:03
Medellín,21.81,70,1012,2.06,broken clouds,22/12/2025 11:50:17
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:46:21
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:50:33
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:54:33
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:49:34
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:47:29
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:54:35
Manizales,16.64,87,1015,2.06,overcast clouds,22/12/2025 11:44:40
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:50:35
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:43:11
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:54:36
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:46:32
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:50:36
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:51:36
Neiva,27.11,69,1011,2.68,haze,22/12/2025 11:44:36
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:48:39
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:54:38
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:48:39
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:47:42
Tunja,16.26,50,1012,0.45,few clouds,22/12/2025 11:45:37
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:51:38
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:50:39
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:49:13
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:48:43
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:41:43
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:47:46
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:54:45
Bogota,17.14,63,1013,2.24,broken clouds,22/12/2025 11:43:03
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:46:12
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:44:14
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:50:33
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:54:33
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:51:21
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:48:36
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:46:22
Manizales,16.34,87,1014,2.06,overcast clouds,22/12/2025 11:55:34
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:48:37
Santa Marta,30.5,70,1010,2.06,broken clouds,22/12/2025 11:50:35
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:54:36
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:47:33
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:50:36
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:51:36
Neiva,27.11,69,1010,2.68,haze,22/12/2025 11:47:47
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:48:39
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:54:38
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:48:39
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:55:39
Tunja,16.26,50,1012,0.45,few clouds,22/12/2025 11:45:37
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:48:40
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:54:06
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:47:44
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:49:13
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:55:40
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:49:14
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:48:44
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:54:45
Bogota,17.14,62,1012,2.24,broken clouds,22/12/2025 11:49:17
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:45:01
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:51:33
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:50:33
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:44:43
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:44:33
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:48:36
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:54:35
Manizales,16.34,87,1014,2.06,overcast clouds,22/12/2025 11:55:34
Armenia,22.58,69,1013,1.03,scattered clouds,22/12/2025 11:50:35
Santa Marta,29.94,69,1010,2.06,broken clouds,22/12/2025 11:43:11
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:51:35
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:47:33
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:53:37
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:51:36
Neiva,27.11,69,1010,2.68,haze,22/12/2025 11:51:37
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:56:35
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:54:38
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:47:42
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:47:42
Tunja,16.29,50,1012,0.45,few clouds,22/12/2025 11:46:38
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:51:38
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:49:13
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:48:42
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:55:40
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:48:44
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:56:38
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:47:47
Bogota,17.14,62,1012,2.24,broken clouds,22/12/2025 11:49:17
Medellín,21.82,70,1012,2.06,broken clouds,22/12/2025 11:46:12
Santiago de Cali,28,57,1011,1.54,scattered clouds,22/12/2025 11:46:21
Barranquilla,30.88,66,1010,3.6,few clouds,22/12/2025 11:50:33
Cartagena,31.79,62,1010,1.03,few clouds,22/12/2025 11:44:43
Cúcuta,27.97,65,1013,3.6,scattered clouds,22/12/2025 11:49:34
Bucaramanga,26.73,65,1013,2.06,scattered clouds,22/12/2025 11:48:36
Pereira,23.36,69,1012,2.06,scattered clouds,22/12/2025 11:54:35
Manizales,16.34,87,1014,2.06,overcast clouds,22/12/2025 11:55:34
Armenia,22.32,69,1013,1.03,scattered clouds,22/12/2025 11:57:35
Santa Marta,30.5,70,1010,2.06,broken clouds,22/12/2025 11:50:35
Riohacha,31.06,58,1011,7.72,scattered clouds,22/12/2025 11:51:35
Valledupar,31.83,45,1010,7.72,clear sky,22/12/2025 11:46:32
Montería,30.95,66,1010,1.03,few clouds,22/12/2025 11:53:37
Sincelejo,29.77,64,1010,2.34,broken clouds,22/12/2025 11:49:10
Neiva,27.11,69,1010,2.68,haze,22/12/2025 11:50:32
Florencia,31.59,55,1011,2.06,few clouds,22/12/2025 11:56:35
Popayán,19.63,88,1014,1.37,overcast clouds,22/12/2025 11:57:33
Pasto,11.09,95,1016,0.8,light rain,22/12/2025 11:48:39
Mocoa,24.45,73,1012,0.3,overcast clouds,22/12/2025 11:55:39
Tunja,16.29,50,1012,0.45,few clouds,22/12/2025 11:52:40
Yopal,32.12,32,1009,3.72,scattered clouds,22/12/2025 11:51:38
Villavicencio,30.75,59,1011,2.55,scattered clouds,22/12/2025 11:48:41
Leticia,29.03,89,1008,2.06,scattered clouds,22/12/2025 11:47:44
San Andrés,30.01,66,1014,5.66,few clouds,22/12/2025 11:49:13
Quibdó,26.19,94,1010,2.57,drizzle,22/12/2025 11:53:41
Mitú,33.11,43,1008,2.33,scattered clouds,22/12/2025 11:49:14
Puerto Carreño,31.99,55,1009,6.17,few clouds,22/12/2025 11:48:00
Inírida,34.57,42,1008,1.71,clear sky,22/12/2025 11:54:45
Bogota,17.14,62,1012,2.24,broken clouds,22/12/2025 11:49:17
Medellín,21.81,70,1012,2.06,broken clouds,22/12/2025 11:50:17
